country,region,income_group,currency,population,primary_language,year,genai_adoption_rate_pct,enterprise_adoption_pct,consumer_adoption_pct,sme_adoption_pct,government_adoption_pct,llm_usage_pct,image_gen_usage_pct,code_gen_usage_pct,voice_ai_usage_pct,video_gen_usage_pct,gdp_contribution_bn_usd,productivity_gain_pct,job_displacement_pct,job_creation_pct,net_job_impact_pct,genai_startups_count,vc_investment_mn_usd,has_national_ai_strategy,regulation_stringency_score,data_privacy_score,copyright_clarity_score,deepfake_law_exists,ai_liability_framework_exists,mandatory_ai_disclosure_law,govt_genai_budget_mn_usd,ai_literacy_score,university_ai_programs_count,k12_ai_curriculum_exists,genai_workforce_pct,reskilling_programs_count,internet_penetration_pct,cloud_readiness_score,gpu_compute_per_1k_usd,avg_internet_speed_mbps,mobile_ai_penetration_pct,public_trust_score,ai_anxiety_index,misinformation_risk_index,deepfake_incidents_reported,genai_used_in_elections,public_debate_maturity_score,native_lang_llm_support,low_resource_language_country,digital_divide_index,gender_ai_gap_score,rural_urban_ai_gap_score,genai_papers_published,genai_patents_filed,intl_ai_collaboration_score,healthcare_genai_adoption_pct,education_genai_adoption_pct,finance_genai_adoption_pct,media_genai_adoption_pct,legal_genai_adoption_pct,agriculture_genai_adoption_pct,global_genai_index_score
Nepal,South Asia,Low income,NPR,30000000,Nepali,2023,17.06,13.63,12.52,10.11,4.08,14.09,11.94,6.26,5.07,3.58,7.24,3.41,0.49,1.55,1.06,17,2.57,0,10.24,24.53,0.0,0,0,0,5.93,0.0,0,0,0.0,0,5.0,12.06,0.803,63.7,13.59,5.0,94.93,77.39,7,0,21.79,0,0,95.0,0.0,90.0,4,0,16.37,7.53,10.65,14.24,12.07,9.73,7.6,4.67
Nepal,South Asia,Low income,NPR,30000000,Nepali,2024,16.64,12.24,10.83,8.32,4.96,14.62,10.39,5.98,5.51,5.71,5.56,1.67,1.85,0.96,-0.9,15,5.26,1,20.78,18.43,0.0,1,1,0,6.39,6.45,0,0,0.0,0,5.0,5.0,0.867,31.1,10.03,5.0,94.7,90.23,20,0,5.33,0,1,89.17,8.91,84.66,7,1,9.52,10.65,13.19,10.73,9.68,6.89,6.33,3.89
Nepal,South Asia,Low income,NPR,30000000,Nepali,2025,20.71,14.05,18.67,8.91,10.79,18.47,11.38,9.6,8.26,8.4,20.03,1.62,1.65,1.57,-0.09,16,3.24,1,7.47,0.37,0.0,0,0,0,0.53,0.89,0,0,0.0,0,5.0,5.0,1.147,21.1,13.26,5.0,95.0,83.97,12,0,5.0,0,1,94.61,0.0,77.28,10,3,7.5,12.59,10.66,15.74,14.02,11.47,3.45,2.9
Kenya,Sub-Saharan Africa,Lower-middle income,KES,55000000,Swahili/English,2022,4.58,3.87,3.22,2.43,1.51,3.76,2.41,2.35,2.26,2.22,2.08,1.32,0.31,0.26,-0.05,2,0.64,0,23.61,17.66,10.87,0,0,0,11.93,30.01,5,0,6.87,3,18.08,13.19,0.315,50.5,3.37,25.28,64.85,88.07,18,0,19.59,1,0,80.04,25.21,69.83,8,16,28.04,3.11,2.48,4.08,3.29,1.58,1.0,5.12
Kenya,Sub-Saharan Africa,Lower-middle income,KES,55000000,Swahili/English,2023,5.56,4.23,4.16,2.57,1.96,5.17,3.0,3.29,2.51,1.0,4.41,0.33,0.19,0.73,0.54,7,3.07,0,19.21,7.43,45.72,0,0,0,27.85,17.35,3,1,11.47,0,18.11,9.18,1.77,45.5,4.58,18.71,77.74,85.03,29,0,30.41,1,1,84.52,1.16,73.14,6,17,15.1,4.26,3.77,4.06,3.65,2.56,1.75,3.18
Kenya,Sub-Saharan Africa,Lower-middle income,KES,55000000,Swahili/English,2024,3.69,2.08,3.3,1.48,1.09,2.62,2.54,1.81,1.31,1.09,3.21,0.55,0.33,0.25,-0.08,2,1.08,1,33.42,39.83,21.77,1,1,0,18.03,23.56,2,0,8.04,0,17.65,22.25,2.884,119.8,3.05,20.95,75.03,83.33,9,0,21.36,1,1,75.7,10.16,84.82,11,19,10.13,2.91,2.33,2.96,2.93,2.33,1.0,5.03
Kenya,Sub-Saharan Africa,Lower-middle income,KES,55000000,Swahili/English,2025,9.44,6.06,6.36,4.61,3.53,7.73,5.62,2.9,5.44,3.92,8.04,0.6,1.63,0.37,-1.26,22,21.56,1,24.55,37.48,30.58,0,0,0,31.03,19.43,5,1,4.71,2,17.71,7.25,5.138,71.6,8.43,19.64,83.14,68.58,2,1,10.3,0,0,87.73,1.69,73.34,68,4,14.12,5.56,5.97,8.06,5.72,2.93,3.96,4.56
Ethiopia,Sub-Saharan Africa,Low income,ETB,123000000,Amharic,2022,7.58,4.91,5.94,3.28,1.59,5.75,3.44,2.95,3.57,2.87,20.33,1.92,0.3,0.0,-0.3,9,3.75,0,5.26,25.47,4.09,0,0,0,15.06,12.31,1,0,4.47,1,5.0,5.0,0.474,21.9,5.0,5.0,92.69,81.01,4,0,10.04,0,1,95.0,2.26,73.78,7,8,0.0,5.26,4.11,5.85,5.29,3.87,3.78,3.02
Ethiopia,Sub-Saharan Africa,Low income,ETB,123000000,Amharic,2023,4.17,3.41,3.63,1.87,2.04,3.29,3.09,2.12,1.64,1.0,10.63,0.72,0.61,0.06,-0.55,12,3.22,1,6.67,27.71,0.11,0,0,0,4.06,0.0,2,0,2.34,0,5.0,5.0,0.801,1.0,3.15,12.96,85.22,95.0,81,0,8.95,0,1,89.73,7.16,90.0,35,10,11.78,2.32,3.07,2.58,2.63,1.56,1.0,2.34
Ethiopia,Sub-Saharan Africa,Low income,ETB,123000000,Amharic,2024,7.35,4.44,5.79,4.85,1.73,5.56,4.35,2.27,4.04,2.73,22.52,0.39,0.43,0.18,-0.25,16,3.94,1,7.57,17.18,0.0,0,0,0,10.62,14.25,1,0,4.65,2,5.0,5.0,0.737,28.0,5.13,9.88,90.0,95.0,21,0,28.68,1,1,84.71,0.0,83.53,39,7,0.0,3.61,4.77,6.19,6.24,3.41,3.62,2.3
Ethiopia,Sub-Saharan Africa,Low income,ETB,123000000,Amharic,2025,6.48,4.58,4.45,3.53,2.46,5.45,4.35,3.94,3.21,2.48,17.22,1.92,0.69,0.7,0.02,36,16.26,1,17.93,18.1,21.7,0,0,0,24.47,27.47,1,0,0.0,2,5.0,5.0,1.166,10.1,5.27,9.08,87.32,95.0,96,0,13.98,0,1,95.0,11.87,90.0,53,17,1.49,3.1,4.07,5.33,4.37,4.2,2.84,3.96
Ghana,Sub-Saharan Africa,Lower-middle income,GHS,33000000,English,2022,4.05,2.99,2.76,2.73,1.92,3.12,2.41,2.48,2.23,1.68,1.55,0.34,0.7,0.26,-0.44,3,2.93,0,23.59,20.94,14.23,0,0,0,17.52,0.0,2,0,0.0,0,37.55,36.75,0.888,99.9,2.88,19.65,76.39,80.6,15,0,11.13,1,1,64.06,9.26,74.28,17,7,6.95,2.84,2.96,3.46,2.72,1.13,1.54,3.46
Ghana,Sub-Saharan Africa,Lower-middle income,GHS,33000000,English,2023,2.15,1.38,1.79,1.0,1.0,1.54,1.0,1.34,1.0,1.0,0.93,0.0,0.0,0.0,0.0,1,1.54,1,28.43,24.37,18.03,0,0,0,18.02,15.35,0,0,0.0,1,39.79,36.11,0.265,28.5,1.46,20.07,82.11,95.0,5,0,43.9,0,0,55.98,22.93,78.33,21,11,18.62,1.29,1.25,1.72,1.2,1.1,1.0,4.31
Ghana,Sub-Saharan Africa,Lower-middle income,GHS,33000000,English,2024,3.91,2.27,3.61,1.59,1.15,3.49,1.59,1.45,1.06,1.32,3.88,1.07,0.77,0.17,-0.6,5,5.77,1,31.05,4.68,10.97,0,0,0,23.9,0.07,2,1,6.48,1,37.68,29.62,3.75,82.2,2.62,21.99,82.79,80.83,5,0,16.35,0,0,59.32,5.63,90.0,30,3,20.77,2.2,2.13,2.53,2.67,1.46,1.74,3.92
Ghana,Sub-Saharan Africa,Lower-middle income,GHS,33000000,English,2025,4.02,2.74,3.54,1.82,1.09,3.01,2.94,2.16,1.44,1.98,3.73,0.58,0.55,0.46,-0.09,2,3.06,1,49.24,5.87,0.0,0,1,1,32.17,8.98,1,0,3.94,0,38.66,35.6,1.534,85.8,2.79,26.64,76.8,65.43,31,0,32.54,1,0,60.37,6.93,55.23,18,9,27.24,2.62,2.99,2.54,2.6,1.39,1.22,5.17
Tanzania,Sub-Saharan Africa,Low income,TZS,63000000,Swahili,2022,3.52,2.31,2.75,1.93,1.47,2.79,2.13,1.37,1.67,1.53,2.49,0.49,0.0,0.6,0.6,1,0.15,0,9.18,13.04,0.0,0,0,0,9.53,29.65,0,0,1.05,1,5.0,9.89,0.476,3.5,2.57,21.03,81.6,78.76,7,0,5.0,0,1,85.12,7.26,90.0,3,2,0.0,2.22,1.79,2.23,2.85,1.73,1.19,3.06
Tanzania,Sub-Saharan Africa,Low income,TZS,63000000,Swahili,2023,4.1,3.43,3.22,2.68,1.13,3.54,2.68,1.7,1.68,1.94,2.55,0.57,0.02,0.53,0.5,7,2.53,0,18.1,19.01,2.24,0,0,0,14.53,0.57,1,0,0.97,0,5.0,5.0,0.247,10.2,3.08,18.89,78.64,95.0,15,0,5.0,0,1,95.0,8.44,90.0,5,4,0.0,1.84,2.75,2.63,2.62,2.2,1.92,2.35
Tanzania,Sub-Saharan Africa,Low income,TZS,63000000,Swahili,2024,3.46,2.02,2.87,2.41,1.57,2.85,1.82,1.16,1.81,1.0,3.48,1.23,0.14,0.0,-0.14,7,3.09,1,20.77,16.26,22.75,0,1,0,15.15,9.28,1,0,0.0,0,5.0,10.11,0.673,38.9,2.49,20.54,75.32,80.2,40,0,16.25,0,1,95.0,2.44,90.0,19,4,12.01,1.77,1.81,2.84,2.86,1.07,1.41,3.48
Tanzania,Sub-Saharan Africa,Low income,TZS,63000000,Swahili,2025,6.93,4.22,5.77,4.13,3.46,5.69,3.82,3.55,2.01,3.3,14.62,1.74,0.19,0.27,0.07,11,4.56,1,18.55,0.0,17.46,1,0,0,14.68,26.79,1,0,12.07,0,5.0,5.0,0.768,95.9,5.42,20.53,88.87,95.0,50,1,5.0,0,1,95.0,3.47,90.0,27,9,9.11,3.51,3.79,5.18,4.62,3.47,3.29,3.92
Uganda,Sub-Saharan Africa,Low income,UGX,48000000,English/Swahili,2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.09,0.76,0.0,0.0,0.0,1,0.25,0,1.21,2.39,2.62,0,0,0,4.76,7.47,0,1,0.26,0,5.0,10.85,0.419,1.0,1.0,18.11,80.44,95.0,22,0,8.49,0,1,92.11,0.0,78.86,5,0,14.96,1.0,1.0,1.0,1.0,1.0,1.0,1.95
Uganda,Sub-Saharan Africa,Low income,UGX,48000000,English/Swahili,2023,3.49,2.91,3.16,1.96,1.03,2.9,1.63,1.66,2.07,1.0,4.17,0.81,0.0,0.08,0.08,5,0.96,0,23.62,14.84,5.72,0,0,0,8.26,0.0,0,0,7.59,0,5.0,8.65,0.534,3.6,2.23,19.69,77.38,81.54,24,0,15.5,0,1,95.0,0.0,80.77,10,4,8.99,2.77,2.82,3.0,2.66,1.0,1.0,2.85
Uganda,Sub-Saharan Africa,Low income,UGX,48000000,English/Swahili,2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.41,0.0,0.0,0.23,0.23,0,0.0,1,28.58,13.59,3.9,1,0,0,10.69,14.01,1,1,3.28,0,5.0,5.0,0.766,1.0,1.0,16.0,88.23,82.04,16,1,17.92,0,1,95.0,11.27,90.0,12,3,14.99,1.0,1.0,1.0,1.0,1.0,1.0,2.94
Uganda,Sub-Saharan Africa,Low income,UGX,48000000,English/Swahili,2025,2.57,1.8,1.74,1.55,1.31,2.34,1.9,1.56,1.52,1.0,3.76,0.27,0.11,0.0,-0.11,2,1.06,1,41.23,15.75,0.0,0,0,0,15.15,0.0,0,1,0.0,0,5.0,5.0,1.239,39.0,2.02,12.15,86.32,84.2,34,0,5.0,0,1,92.59,0.0,66.63,8,2,6.77,1.1,1.59,1.59,2.04,1.58,1.0,2.87
Rwanda,Sub-Saharan Africa,Low income,RWF,14000000,Kinyarwanda,2022,22.32,17.46,18.78,9.28,5.22,17.34,10.03,8.19,13.16,4.76,4.58,3.09,2.74,0.6,-2.15,3,1.13,0,1.56,2.34,8.79,0,0,0,1.87,11.88,0,0,0.0,0,14.11,18.42,0.927,2.3,13.71,5.0,95.0,95.0,3,0,5.0,0,1,74.16,1.5,90.0,1,1,7.42,15.91,17.93,18.28,13.31,9.14,9.36,4.33
Rwanda,Sub-Saharan Africa,Low income,RWF,14000000,Kinyarwanda,2023,23.59,18.49,18.9,10.65,11.82,16.76,14.23,11.11,8.33,4.38,5.42,3.85,3.11,1.42,-1.69,3,0.66,0,13.35,19.53,0.72,0,0,0,0.54,11.27,0,0,8.02,0,15.06,8.24,0.702,37.4,20.0,5.0,95.0,95.0,5,0,5.0,1,1,81.98,0.0,90.0,0,2,0.79,10.56,18.48,16.82,18.06,11.39,4.55,5.22
Rwanda,Sub-Saharan Africa,Low income,RWF,14000000,Kinyarwanda,2024,27.4,19.1,18.25,15.44,12.79,19.83,13.59,14.48,7.61,10.16,6.74,3.55,1.52,2.34,0.82,6,1.09,0,21.28,0.0,14.74,0,0,0,3.39,8.41,0,0,0.0,0,15.09,10.72,0.793,40.3,20.08,6.82,95.0,95.0,7,1,13.5,0,1,83.16,1.32,86.41,5,1,0.0,17.31,16.52,23.97,19.92,11.41,6.18,5.1
Rwanda,Sub-Saharan Africa,Low income,RWF,14000000,Kinyarwanda,2025,29.66,21.34,26.34,15.21,12.31,20.95,19.64,10.8,13.69,9.14,7.87,3.41,1.9,2.53,0.63,8,2.98,1,28.35,28.87,0.0,1,0,0,3.26,0.0,0,1,3.11,0,14.59,22.5,0.757,1.0,22.58,9.55,94.65,81.1,11,1,8.9,0,1,81.65,15.31,84.48,3,0,3.91,19.67,16.02,20.81,20.14,16.6,7.23,6.32
Senegal,Sub-Saharan Africa,Lower-middle income,XOF,17000000,French,2022,9.6,7.08,7.49,4.09,3.63,7.83,6.89,5.94,4.16,1.6,3.22,0.96,0.22,0.63,0.41,1,0.36,0,21.3,24.56,16.85,0,0,0,5.84,24.02,1,0,0.0,0,5.0,5.0,2.515,12.4,7.44,11.4,87.22,95.0,8,0,12.91,0,0,95.0,11.71,90.0,8,4,29.57,6.26,6.98,6.98,6.25,2.86,2.87,4.6
Senegal,Sub-Saharan Africa,Lower-middle income,XOF,17000000,French,2023,21.38,16.76,14.93,13.06,4.96,19.4,14.23,9.84,7.84,9.69,4.75,3.16,2.15,0.9,-1.25,13,11.15,1,12.48,16.5,6.66,0,0,0,9.73,9.26,1,0,2.02,0,5.0,14.56,2.514,67.9,18.52,14.79,87.68,95.0,11,0,24.39,0,0,92.44,17.54,77.32,5,5,0.0,13.69,14.01,13.67,15.98,12.05,6.24,4.94
Senegal,Sub-Saharan Africa,Lower-middle income,XOF,17000000,French,2024,20.8,14.52,18.8,9.84,8.86,15.81,9.92,7.4,5.96,8.07,10.07,3.88,2.44,1.25,-1.2,12,6.86,1,30.52,31.05,22.81,0,1,0,10.56,19.78,1,0,5.23,0,5.0,17.07,0.484,68.6,17.56,18.03,82.36,95.0,8,1,31.25,1,0,95.0,0.0,88.05,13,0,27.65,9.27,17.41,17.91,15.8,11.57,4.04,7.57
Senegal,Sub-Saharan Africa,Lower-middle income,XOF,17000000,French,2025,18.98,12.73,13.53,12.82,9.32,14.74,12.46,11.22,8.68,4.17,7.27,2.91,1.32,0.45,-0.87,6,8.36,1,40.22,58.69,8.09,0,1,0,1.29,23.43,0,0,9.89,0,5.0,10.31,1.584,99.4,15.73,10.15,83.27,71.07,11,1,34.53,0,1,95.0,19.93,72.06,21,1,19.17,8.33,13.86,13.07,15.82,12.09,8.64,7.58
Morocco,Middle East & North Africa,Lower-middle income,MAD,37000000,Arabic,2022,31.3,17.75,24.42,14.83,17.17,29.38,14.35,19.73,16.36,6.23,11.74,3.96,3.3,3.01,-0.29,25,18.21,0,20.23,21.49,2.05,0,0,0,25.63,20.82,0,1,8.67,1,14.76,17.41,1.469,69.2,20.09,25.8,80.79,80.28,9,0,63.14,1,0,88.7,10.34,73.67,3,6,24.88,14.49,20.6,26.58,19.12,18.98,12.28,7.81
Morocco,Middle East & North Africa,Lower-middle income,MAD,37000000,Arabic,2023,31.43,20.28,28.12,16.87,16.51,23.99,18.48,11.4,18.16,8.9,18.62,4.04,2.08,1.67,-0.41,33,31.56,1,10.59,4.3,15.11,0,0,0,22.46,11.95,0,0,9.99,2,14.72,14.68,3.636,72.0,27.91,23.32,68.84,95.0,20,0,16.74,0,1,86.26,9.17,72.83,21,13,9.85,23.44,23.48,21.54,19.2,11.25,13.03,6.21
Morocco,Middle East & North Africa,Lower-middle income,MAD,37000000,Arabic,2024,35.93,26.25,29.31,15.02,9.09,33.23,20.02,12.38,15.46,11.62,18.97,6.93,4.98,1.51,-3.47,21,16.71,1,36.4,25.42,12.9,0,1,0,14.45,24.87,3,1,4.69,2,16.44,6.26,3.042,1.0,28.38,28.89,74.52,90.62,31,0,11.52,0,1,87.28,13.54,67.88,41,17,25.43,27.55,21.9,22.41,22.58,21.81,7.25,10.29
Morocco,Middle East & North Africa,Lower-middle income,MAD,37000000,Arabic,2025,38.98,29.49,25.53,20.91,14.95,28.96,28.27,22.08,13.44,17.42,40.11,8.83,4.45,1.79,-2.66,17,5.75,1,33.37,26.48,5.41,0,0,0,32.52,19.99,2,0,7.74,2,15.82,24.78,2.874,1.0,25.61,31.15,70.27,81.12,29,1,12.73,1,0,84.54,9.05,65.99,45,1,31.13,21.4,31.94,31.26,25.21,21.16,16.64,11.84
Tunisia,Middle East & North Africa,Lower-middle income,TND,12000000,Arabic,2022,11.73,9.81,8.38,8.14,6.35,10.73,6.5,4.57,3.11,5.19,2.57,2.54,1.17,0.44,-0.74,2,2.74,0,11.67,24.88,22.52,0,0,0,2.66,21.25,0,1,0.53,0,23.75,21.33,1.68,66.7,8.66,29.66,73.73,95.0,4,0,12.62,0,1,79.74,16.84,76.05,2,1,23.62,7.4,9.62,10.07,7.56,3.59,4.52,5.8
Tunisia,Middle East & North Africa,Lower-middle income,TND,12000000,Arabic,2023,14.17,10.97,12.03,9.82,7.71,10.34,9.24,7.91,5.39,6.95,1.82,3.17,1.21,0.59,-0.62,4,6.01,1,20.03,40.24,25.0,0,0,0,1.41,30.39,1,0,3.07,0,27.52,32.15,2.914,68.1,9.51,32.49,70.7,84.65,2,0,22.63,1,0,79.91,3.66,76.12,1,1,9.74,5.81,8.94,9.52,9.66,8.36,5.64,7.32
Tunisia,Middle East & North Africa,Lower-middle income,TND,12000000,Arabic,2024,17.69,13.72,15.03,10.9,4.71,15.12,11.51,7.96,6.4,6.15,2.95,1.81,1.41,1.66,0.25,3,2.01,1,29.4,19.21,24.81,1,1,0,9.93,41.78,1,1,7.21,0,26.09,41.23,3.538,117.5,14.8,28.57,66.22,82.74,10,1,28.44,0,1,72.88,21.45,77.51,11,5,25.74,13.61,8.85,11.72,12.2,4.53,8.33,7.64
Tunisia,Middle East & North Africa,Lower-middle income,TND,12000000,Arabic,2025,17.31,14.3,15.71,11.78,5.35,12.37,10.43,10.58,10.18,8.24,6.44,1.52,0.52,0.82,0.29,2,2.47,1,24.17,30.43,0.0,0,0,1,6.65,25.6,0,1,0.0,0,26.43,22.08,3.147,34.7,15.44,26.1,67.21,88.33,10,1,35.65,1,1,67.81,0.0,85.67,17,2,26.85,7.41,12.5,14.82,14.05,7.52,8.34,6.43
Algeria,Middle East & North Africa,Lower-middle income,DZD,45000000,Arabic,2022,13.75,10.69,9.57,6.79,7.35,10.23,9.25,4.24,5.86,3.19,13.69,2.92,1.99,0.89,-1.11,17,5.81,0,11.6,32.18,7.41,0,0,0,30.64,2.42,0,0,9.49,2,56.32,43.41,2.184,120.9,8.26,29.05,73.93,95.0,21,0,5.0,0,1,34.44,5.99,83.01,27,14,28.17,6.54,7.59,9.48,11.84,7.21,5.91,6.24
Algeria,Middle East & North Africa,Lower-middle income,DZD,45000000,Arabic,2023,12.11,7.96,11.49,6.73,5.99,9.59,6.54,4.3,6.75,5.98,8.37,1.71,1.24,0.59,-0.64,16,19.5,0,25.29,24.45,14.44,0,0,0,13.05,18.34,0,0,0.0,0,49.87,40.98,1.113,14.1,9.88,30.18,73.92,61.87,4,0,17.88,1,0,46.76,19.42,77.46,33,17,33.96,7.4,6.17,8.09,10.11,5.94,4.18,6.57
Algeria,Middle East & North Africa,Lower-middle income,DZD,45000000,Arabic,2024,19.71,14.4,14.49,11.73,7.39,14.65,10.62,7.38,6.09,7.59,18.63,4.1,0.81,1.36,0.55,19,24.17,1,36.69,42.39,29.8,0,0,0,30.45,11.9,3,1,6.19,1,49.11,43.85,1.061,37.7,14.05,30.36,68.93,84.9,23,1,9.73,0,1,54.97,11.17,66.1,34,9,23.84,9.21,12.31,16.33,11.28,7.52,8.07,8.73
Algeria,Middle East & North Africa,Lower-middle income,DZD,45000000,Arabic,2025,16.52,13.72,11.42,9.78,7.36,12.12,6.81,8.9,9.53,2.87,22.67,2.99,2.31,0.22,-2.09,21,8.55,1,25.4,20.63,20.23,0,0,0,5.9,9.71,4,0,0.24,2,48.27,34.41,5.266,41.4,10.96,32.83,62.96,90.06,31,0,37.58,1,1,51.7,11.48,60.65,33,24,4.44,9.86,13.32,11.51,12.17,7.15,5.68,6.23
Libya,Middle East & North Africa,Upper-middle income,LYD,7000000,Arabic,2022,35.42,25.39,25.16,18.1,9.32,32.94,17.73,16.45,13.74,11.48,3.25,7.19,4.06,2.07,-1.99,2,2.99,1,26.79,57.13,22.75,0,0,0,8.43,20.95,1,0,11.46,0,63.33,52.99,2.45,106.2,27.87,54.26,37.78,95.0,2,0,11.22,0,0,36.94,24.47,60.91,5,0,18.93,15.38,23.66,23.81,25.38,16.28,8.98,12.33
Libya,Middle East & North Africa,Upper-middle income,LYD,7000000,Arabic,2023,41.43,24.34,31.13,21.62,12.38,33.08,19.76,19.58,18.89,8.59,6.95,6.21,1.73,3.63,1.89,5,5.58,1,47.53,52.37,20.37,0,0,0,1.61,7.91,1,1,20.17,0,57.98,68.39,6.711,117.0,36.54,49.81,48.57,75.23,4,0,61.91,0,1,49.68,25.44,51.2,8,4,41.0,16.63,24.43,28.72,31.35,24.74,16.41,13.23
Libya,Middle East & North Africa,Upper-middle income,LYD,7000000,Arabic,2024,44.98,32.49,40.43,26.12,22.46,32.59,25.71,27.21,26.96,13.1,5.75,2.8,3.21,3.42,0.21,4,5.69,1,39.73,48.85,20.96,1,0,0,9.05,21.96,0,1,12.67,0,62.13,39.15,1.94,130.3,37.42,48.09,41.18,72.99,4,0,51.3,1,0,46.09,3.55,57.77,9,6,21.5,31.95,33.72,32.46,35.89,19.85,10.93,10.6
Libya,Middle East & North Africa,Upper-middle income,LYD,7000000,Arabic,2025,49.34,32.27,36.1,31.5,19.74,36.59,28.59,22.23,29.18,14.98,7.48,7.22,3.8,3.13,-0.67,11,19.75,1,48.75,76.4,10.35,1,1,1,2.87,17.48,0,1,10.74,0,62.76,59.24,8.471,166.6,38.89,50.53,42.69,86.39,1,0,40.06,1,0,35.19,26.13,51.46,10,2,36.44,27.12,35.72,40.46,37.45,22.4,10.56,14.93
Iraq,Middle East & North Africa,Upper-middle income,IQD,42000000,Arabic,2022,50.66,40.58,35.0,33.94,21.47,38.94,23.39,17.66,18.01,15.37,22.82,8.98,4.93,4.87,-0.06,39,87.23,1,22.56,22.43,24.6,0,0,0,12.64,52.14,7,1,18.36,0,17.02,33.06,0.939,118.3,31.61,38.2,57.72,86.01,14,0,49.08,0,0,81.26,8.8,47.61,53,7,38.34,28.72,30.57,30.41,36.35,12.78,10.46,13.93
Iraq,Middle East & North Africa,Upper-middle income,IQD,42000000,Arabic,2023,57.38,47.74,46.41,39.58,15.44,42.77,42.93,36.32,30.07,8.7,42.72,11.11,5.56,3.1,-2.47,40,107.65,1,42.5,36.81,21.88,0,0,0,34.95,42.24,1,1,13.42,1,17.22,13.73,2.372,114.7,41.61,37.99,64.71,79.34,11,0,37.06,1,1,85.63,8.03,43.45,28,25,28.77,34.81,30.73,51.38,44.03,15.04,25.03,15.45
Iraq,Middle East & North Africa,Upper-middle income,IQD,42000000,Arabic,2024,57.16,42.28,41.85,25.5,13.06,43.34,25.9,18.04,21.87,18.78,55.07,10.72,3.94,4.33,0.39,94,231.6,1,36.95,45.37,39.34,1,0,0,51.89,39.73,4,1,13.85,0,20.54,10.62,5.855,155.0,38.68,35.12,64.47,84.87,8,0,40.0,1,1,81.6,13.02,50.56,28,2,35.38,32.98,36.0,38.26,47.84,23.19,17.69,15.16
Iraq,Middle East & North Africa,Upper-middle income,IQD,42000000,Arabic,2025,63.25,40.5,52.31,30.2,23.49,52.74,35.06,24.55,37.62,9.98,44.82,12.48,2.8,5.91,3.11,126,160.01,1,52.29,31.3,0.0,1,1,1,24.52,40.73,7,0,19.5,2,17.67,20.85,4.983,136.2,47.12,38.34,57.52,84.27,16,0,24.29,1,1,87.53,28.63,70.51,35,12,36.28,49.43,46.63,50.36,40.81,28.16,25.08,17.06
Iran,Middle East & North Africa,Lower-middle income,IRR,87000000,Persian,2022,34.19,25.8,31.89,18.58,11.56,27.72,17.48,12.06,17.37,9.77,52.85,4.6,4.7,3.13,-1.57,16,7.54,0,28.77,17.08,3.53,0,0,0,55.98,12.16,5,0,1.58,5,30.13,21.57,2.517,85.4,22.85,23.32,64.97,92.54,31,0,11.8,0,1,66.3,11.36,79.18,3,25,20.06,19.42,28.02,20.66,22.14,18.15,14.09,8.13
Iran,Middle East & North Africa,Lower-middle income,IRR,87000000,Persian,2023,40.69,26.84,26.87,19.16,12.02,28.78,18.75,25.63,13.5,20.04,90.58,8.38,2.44,2.82,0.38,125,161.4,1,7.74,27.02,35.85,0,0,0,57.25,18.8,5,1,3.15,3,25.97,32.22,2.467,63.1,33.41,13.33,86.58,93.09,36,0,24.59,1,1,72.32,8.75,72.07,70,16,25.89,28.1,24.85,30.72,27.44,16.15,6.92,10.32
Iran,Middle East & North Africa,Lower-middle income,IRR,87000000,Persian,2024,42.29,29.21,39.53,17.47,22.4,39.42,30.1,19.74,19.57,7.64,70.52,9.58,5.77,2.93,-2.84,45,51.84,1,31.69,33.7,19.7,1,1,0,55.91,1.8,7,1,6.87,5,30.77,32.09,4.212,18.1,28.45,18.02,85.78,92.18,14,1,19.09,0,1,68.53,21.18,80.33,66,34,25.94,25.93,26.15,28.57,23.49,17.47,11.2,11.58
Iran,Middle East & North Africa,Lower-middle income,IRR,87000000,Persian,2025,49.08,28.66,39.61,23.45,13.06,42.72,26.01,15.84,24.58,9.88,60.18,4.13,3.72,4.11,0.39,97,104.64,1,26.23,28.16,16.74,0,0,1,45.93,0.99,5,1,4.42,4,28.27,18.6,3.278,61.8,34.99,16.92,78.85,94.79,18,0,11.58,0,1,66.02,17.15,77.46,111,44,14.26,25.13,39.24,36.73,35.34,14.53,21.81,8.2
Jordan,Middle East & North Africa,Upper-middle income,JOD,10000000,Arabic,2022,43.4,31.64,40.69,28.59,16.71,34.6,19.43,20.92,13.61,11.31,9.84,2.94,2.59,3.58,0.99,11,18.88,1,39.9,29.09,47.31,0,0,0,8.76,41.62,1,1,11.64,0,51.44,55.33,2.629,93.8,27.47,47.54,57.01,71.49,4,0,51.75,1,0,45.77,34.85,39.41,0,0,25.33,19.38,26.56,27.41,35.23,19.31,7.7,11.31
